title,url,hint,hint_reasons,tags,description,keep,notes
The Stillness of the Wind,https://fellowtraveller.itch.io/the-stillness-of-the-wind,MIXED,"+disturbing,loss -peaceful",,"One by one, everyone left the once bustling village for the city. Everyone, except Talma. Now approaching the end of her days, she maintains a simple, solitary way of life, surviving, subsisting, tending to her homestead and her goats. Develop your own personal routine as you care for your farm and your animals. Tend to your goats, make cheese with their milk, collect eggs and cook meals, grow vegetables and barter with the travelling merchant who brings increasingly disturbing letters from your",,
The Subject,https://darkstonedigital.itch.io/thesubject,KEEP,"+horror,dark,sci-fi horror,adventure game",,"Prisoner 134. You have been purchased for testing and are now the property of BioMass Labs. Knowing nothing of the place you have been brought to, your only option is to enter the maze and solve the puzzles in the experiment. In 2194 humanity has populated the entire galaxy. As our existence expanded, crime became harder and harder to control in the vast reaches of space. As a result, laws became more strict. Government attempts to wrangle the issue bolstered a growing police force and, over man",,
The Supper,https://octavinavarro.itch.io/the-supper-new-blood,KEEP,"+horror,dark,gore,violence,eerie",,"The Supper: New Blood is a hilarious horror adventure game for fans of dark humor, bizarre puzzles, and exquisite food! Stewie S. Appleton runs the remote Twin Sisters Motel in complete solitude. He has no family, no friends, and no hope for a better future. He has suffered all kinds of humiliation and abuse from a cruel world, but heâs had enough. Inspired by his familyâs culinary legacy, he will finally take justice into his own hands. Do you hear the doorbell, Stewie? Your first guest is ",,
The Sword and the Slime,https://possumhousegames.itch.io/the-sword-and-the-slime,KEEP,+monsters,,"The Sword and the Slime is a unique take on the 2D puzzle-platformer where you play as a flying sword and find an unlikely ally in a slime. Using only the mouse, protect and guide your companion through a dangerous dungeon full of nasty monsters and cruel traps.",,
The Tan Hack,https://thecrystalmaw.itch.io/the-tan-hack,MIXED,+adventure game -tabletop,,"The Tan Hack is my ideal old-school adventure game compatible with the classics. Based on the framework of the legendary Black Hack, The Tan Hack has revamped: Classes (including dwarves, elves, and halflings) Spellcasting (no one prepares spells!) Dungeon and wilderness exploration rules New random tables for character creation Optional rules for one-on-one play More things to spend XP on Optional rules for race and class combinations Gorgeous, clean, printer-friendly A5 layout There are many O",,
The Testimony of Trixie Glimmer Smith,https://digital-poppy.itch.io/trixie,MIXED,"+horror,violence,twine -chill",,"After finding the cursed play 'The King in Yellow' , Trixie Glimmer Smith, a slacking student at Bluebell University recounts the terrible events that set her a week behind in her coursework. This story follows on from the events of Parsnip (free download here) with a host of new characters and an expanded world, although you can still enjoy it without playing Parsnip. Trixie is around 3-5 hours long, if you want to play all the content. Check out the free demo below! Features Insight: Throughou",,
The Time Traveller's Lost and Found,https://susheelreddy87.itch.io/lost-in-thought,?,,,"The player takes control of a time travelling empath that canât control the time they jump to, or the minds of the people they read. They find themselves in a future dystopia, a world that has been destroyed by no one person in particular, but the collective nation as a whole. The people living in this world are hateful and spiteful at what those that came before them have left for them. Unknowingly, this is the same attitude that brought the world to that state in the first place. The world i",,
The Tower The Order of XII,https://sword-garden-studios.itch.io/the-tower-the-order-of-xii,KEEP,+creature,,"Because of Unity's recently discovered exploit, the last version available has the patch tool used on the Windows version. Linux will remain deprecated, apologies for the inconvenience. A long time ago the world was ruled by a powerful evil force called ""The Void"" . One day twelve heroes came together and against all odds they were victorious. The void started to fade and the twelve heroes made their promise to the people, they will continue their mission until no signs of that evil remain. The ",,
The Trolley,https://essaygames.itch.io/the-trolley,KEEP,"+experimental,point and click",,"The Trolley is a first-person point and click narrative game about the sudden closure of a public transportation system in a fictional Rustbelt American city. Set in the late 1950s, The Trolley invites players complete tasks in order to dismantle an incline railroad of a recently discontinued trolley line. As the player boards up the gatehouse, disposes of paperwork, and performs other closure duties, they are given a series of inner monolog choices that reflect on urban infrastructure, labor, a",,
The Valley of Super Flowers,https://amaxang-games.itch.io/the-valley-of-super-flowers,KEEP,+supernatural,,"The Valley of Super Flowers is a 2D Platform Action game based on the story of the the valley which had been forcefully captured by an Evil Satanis ruler. The valley of Super Flowers was a holy place where flowers having supernatural ability used to live. Flowa, a Super Flower, was born in the valley. He spent his childhood in the same place and attended schools there. But later, an Evil Satanis ruler had taken control over the valley of Super Flowers. The quality of life of the flowers living i",,
The Wanderer Vibes Neon,https://tyedye105.itch.io/the-wanderer-vibes-neon,REMOVE,-rpgmaker,,"This game was created using RPGmaker MV over a week in July of 2020 for the Portland Indie Game Squad (PIGSquad) June Summer Slow Jam . The technical theme was ""Music first"" and the creative theme was ""Ghost notes"" *** Music and Sound volume has been reduced by half, this is a game, not a dance club*** Play as the wanderer known as Key, as they check out what happened to the music of the Neon Vibe Realm.  With their trusty key tar, and the aid of a van driving jellyfish, they set out to defeat t",,
The Whisperer in Darkness,https://willskills9.itch.io/the-whisperer-in-darkness,KEEP,"+dark,twine",,"Short interactive story based off of the H.P. Lovecraft novel The Whisperer in darkness. Visit old man Akeley and uncover the truth of what torments him without losing your sanity in the process. Features multiple endings, sounds and images. Made using Twine for a games design University assignment.",,
The White Door,https://secondmaze.itch.io/the-white-door,KEEP,"+surreal,point-and-click,loss",,"Robert Hill wakes up in a Mental Health facility and suffers from severe memory loss. Follow the facilityâs strict daily routine, explore his dreams and help him recall his memories. The White Door is a new point-and-click adventure developed by the creators of the Cube Escape & Rusty Lake series. Features: â  Pick-up-and-play Easy to start but hard to put down â  Interactive storyline Follow a daily routine and recollect memories in a playful way, filled with brain teasers and riddles â  A",,
The Witches Tea Party,https://rabbitongames.itch.io/twtp-light,MIXED,"+horror,disturbing,dark,death,detective -cute,casual",,"This is a light version and the full game of The Witches' Tea Party v2.0. Languages supported: English, Chinese, Thai and Japanese.ï¼æ¸¸æä¸­åå«åç½®ä¸­æï¼ Without building on Steam, this version: 1) should have better performance, 2) but no Steam achievements, trading cards and backgrouds (therefore 10% off). 3) Artbook and OST can be purchased independently on itch. â     â    â About the DEMO: 1) This is the new demo for TWTP Remake (mostly remain the same as the original one) ",,
The Wolf's Bite,https://ericmbernier.itch.io/the-wolfs-bite,KEEP,"+meta,adventure game",,"The Wolfâs Bite is a one-versus-one interactive-adventure game with an entrepreneur fairy tale twist. Inspired by stories such as âThe Three Little Pigsâ and âThe Stinky Cheeseman and Other Fairly Stupid Talesâ, the game revolves around thwarting the other player while advancing your agenda. Be a professional restaurateur or a vengeful saboteur, the competition is on! After failing to thrive in the highly competitive residential demolition industry, mostly due to difficulties dealing w",,
The World Begins With You,https://beiwerk.itch.io/the-world-begins-with-you,?,,,"After being asleep for a long time, you wake up in an old prison cell. You turn around, what was that? Soon after, you are free, unexpectedly. You reach daylight and enter a beautiful, long forgotten and sometimes dangerous world. What awaits you at the end of your journey? Created during Wizard Jam 6 in December 2017. Please note: the Mac version is more or less untested and controllers may not be supported, but your mileage may vary!",,
The Wratch's Den 👹,https://punkcake.itch.io/wratchs-den,KEEP,"+dark,meta,monsters",,"âð¹ðð¹ð Dig out a proper dungeon, grow your little villainous society, set up defences against heroes, and survive long enough to retrieve the Orbs of Infinite Power. The Wratch has been defeated, they have gone into hiding with the pitiful remains of their army. Now it's up to you to dig out a proper base for The Wratch. You'll have to defend them against the heartless heroes come for easy prestige, and retrieve the 3 legendary Orbs of Infinite Power in order to come back out of the",,
The Zium Gallery,https://theziumsociety.itch.io/the-zium-gallery,?,,,"The Zium Gallery is a Museum Exploration Game filled with  artwork and installations from artists around the world, working in  various mediums and styles. Featured Artists: Freya Berkhout , Michael Berto , Bob Bicknell-Knight , Pol Clarissou , Joost Eggermont , Evangeline Gallagher , JuliÃ¡n Palacios Gechtman , Cat Graffam , Freya HolmÃ©r , Matthew Keff , Most Ancient , Julia Kim , GP Lackey , LaumeB , Eric Lefaure , Niki Long , Titouan Millet , Muuutsch , Cameron Nelson , Seth Redd , Skinless ",,
The game that was stolen from me at Indiecade2019 (backup version),https://regisrquoi.itch.io/the-game,KEEP,+glitch,,"Epillepsy Warning: This game features a glitchy aesthetic with lots of colorful/flashy images. In 2019 my computer got stolen during the Indiecade Europe festival, where I was supposed to playtest this game, inspired by a thread of glitchy gif I made in 2018. The game never had a name and I always refered to it as ""The game™"". In this page, The game™ will be refered to as: The game . It was very hard to lose the datas from The game . I tried to joke about it but it was painful. It wasn't a big g",,
The lights,https://616games.itch.io/the-lights-went-out,KEEP,"+horror,dark",,"""The lights went out"" is a short horror experience with a bizarre story narrated by the victim himself. SYNOPSIS: Your car breaks down on an empty and dark road, you look for help... perhaps your only option is to knock on the door of a sinister house isolated from everything. About Game: Camera: First Person. Control: Mouse and Keyboard only. Graphics: PSX graphics style, inspired by old ps1 games. Duration: Short (10-15 minutes).",,
The lost artifacts,https://sorceressgamelab.itch.io/the-lost-artifacts,KEEP,"+dark,monsters",,"The lost artifacts is a turn based rpg game inspired by many classics . You play Tandor the great adventurer! Go on your journey to find the 4 lost artifacts. On your way you will battle monsters, explore dungeons, collect lots of loot and crafting materials. Craft your own potions and gear. Collect rare rubies that allow you to buy special items at the vendor! Controls: *Partial controller support A, W,  S,  D for movement. esc: open and close options menu in game Right mouse click/Fire2/Q : Op",,
The reasons for it.,https://barioidl.itch.io/superbarioodyssey,?,,,"Controls: A,D: walk Space: jump Music by dadhattony character sprite sheet: platformer warrior v1.3",,
Theorem,https://geckoo1337.itch.io/theorem,MIXED,+abstract -relaxing,,"Theorem - a clever game which is easy to learn, but challenging to master... Theorem is an abstract relaxing isometric 3d puzzle game in which you roll a cube in order to reach a goal, but one of its faces is forbidden. Each colored tile has its own behavior - you can enable/disable mecanics, teleport yourself on another place, climb up blocks, make use of impossible geometry, etc. 50 levels are available. Brain required ++ ------------------------------------------------------ Theorem : un jeu ",,
There Will Be Ink,https://summitfever.itch.io/there-will-be-ink,KEEP,+death,,"There Will Be Ink is a difficult tactical action game for 1-8 players. Play solo or with friends in battles between stick figure armies on a paper notepad, just like you used to draw in class instead of paying attention! TWBI is a difficult game, where charging forward into the fray will rarely win a battle. Tactical thinking is essential. Assessing the battlefield, taking cover as needed, keeping an eye on troops positions: all of these are essential for winning the day. Or, if that sounds like",,
These Lands,https://jestyjam.itch.io/these-lands,MIXED,"+mystery,adventure game -virtual reality",,"These Lands is a virtual reality puzzle adventure game that leaves you marooned on an island. Following the footsteps of a long lost explorer, you must solve the puzzles to unearth the mystery hidden within. Only the most skilled, logical and brave adventurers will survive These Lands...... will you? Rich story revealing the mysteries of These Lands. Become completely immersed in this beautiful low poly world. Solve mind-bending puzzles across multiple levels while exploring These Lands. Want to",,
They Bleed Pixels,https://spookysquid.itch.io/they-bleed-pixels,MIXED,"+eldritch,nightmare,demonic -cute",,"They Bleed Pixels, the cult classic platforming slash-em up is now available on Itch! As an anonymous student of the Lafcadio Academy for Troubled Young Ladies, you must battle through your nightmares to defeat a curse thatâs slowly transforming your body into a clawed demonic form. They Bleed Pixels balances a perfect mix of fast-paced acrobatic platforming and fierce, one-button, slashâem up combat. By suppressing your urge to button mash in favour of focusing on stylish and smart kills, y",,
They Came From Uranus!,https://projector-studios.itch.io/they-come-from-uranus,?,,,Launch your missiles to intercept the incoming attack and defend your planet from a relentless alien invasion. Intuitive one-tap gameplay in a remix of a classic retro arcade game with a challenging new twist. Endless waves of ever-increasing difficulty will test the most skilled of players. Conserve your limited ammunition by destroying multiple targets with a single shot for bigger scores.,,
Thing-in-Itself,https://pintroverts.itch.io/thing-in-itself,?,,,"""It's a really fascinating way to think about Kant's philosophy"" The Guardian ""Thing-in-Itself brings Kant's philosophical expression to videogames"" Kill Screen ""It has a deeply emotional narrativ e that will resonate with the player after 15 minutes is up and the game ends"" Art as Games Ted and Molly are together. Ted feels a connection to Molly wherever he looks. But, how do they both really see the relationship? See each other? ""Thing-in-Itself"" is an interactive short story about the struggl",,
This Call May Be Recorded,https://jontopielski.itch.io/this-call-may-be-recorded,?,,,Welcome to your new job as a Telemarketer! Please review the employee guidelines below. S.ell stuff nobody wants! C.all people you donât know! U.rge them to buy! M.ake the sale! Design & Programming : Jon Topielski ( twitter ) Music & SFX : Mafgar ( twitter ) Art : Thoof ( twitter ) Special Guest (Audio) : Joseph Bourgeois ( twitter ) speedrun,,
This Strange Realm Of Mine,https://doomgriever.itch.io/this-strange-realm-of-mine,KEEP,"+horror,psychological,death,fps,monsters",,"- This Strange Realm Of Mine is a First Person Shooter mixed with poetry and psychological horror. Graphic style is 3D mixed with pixel art. - Old-School FPS action - Explore Fantastical Worlds - Puzzles - Story heavy - Poetry - Varying gameplay - Original Soundtrack (Included) Start off by creating yourself, then die. In REALM you explore your afterlife. On your quest you'll find characters in different situations, with their problems and thoughts on life. You can invite them to your tavern, a ",,
This World Unknown,https://ebihime.itch.io/this-world-unknown,REMOVE,"-romance,otome",,"Story: Peace is scarce in the country of Aslande, and it has been at war with the neighbouring country of Eressia for centuries. When one battle ends, another inevitably begins, either months or years later. To Rhea, however, war is a distant concept; something she has heard about, but never witnessed. Born in a small, secluded village, Rhea occupies her life with more mundane concerns: her job at the local hospital, her playful bickering with her friend Asa, and her prayers for a successful har",,
Those Spacecrafts,https://dagammla.itch.io/those-spacecrafts,?,,,"Hello! This is my first game to release! It is a Space Shooter with 6 completely different enemy types, 3 difficulty levels and a ship editor, so you can create a ship just as you like. Your goal is to survive as long as possible to do this, you have to beat yourself through multiple waves of enemies. Over time meteorites will cross your way. They do not harm you but you can use them to take cover from the enemies or destroy them to find useful items. By finding Material Items from enemy ships o",,
Thou Shalt Be Brave,https://anildemir.itch.io/thou-shalt-be-brave,?,,,"Take the role of a local hero to save your village from the evil wizard located across the mysterious forest! Thou Shalt Be Brave is a mini role-playing game played in 64x64 resolution. You choose a class (Knight, Rogue, Wizard or Bard) with a starting stat bonus and explore the forest. You may run into a good encounter such as forest elves who could heal you or an old spell scroll that will increase your intelligence or a bad encounter such as a monster or a cursed potion that will decrease you",,
Thousand Threads,https://seamount.itch.io/thousand-threads,?,,,"A beautiful open world where you deliver mail, find artifacts, help people out, and fend off folks youâve wronged. Take on jobs. Find an attacker's identity. Retrieve stolen items. Deliver a gift. Obtain a lost keepsake. Complete the tasks however you like and make some money. Or betray your employer and make an enemy. Deliver the mail. Open letters to discover more about the people you meet. Some folks are easier to find than others. Discover ruins and collect artifacts. Sell the artifacts an",,
Three Lesbians in a Barrow,https://digital-poppy.itch.io/lesbians,KEEP,"+horror,dark,violence",,"A series of contrived and incredibly stupid accidents lead to Tabithia Knight (Tabby) and her friends Trixie and Nikita  ending up trapped inside a barrow! When a dark presence reveals itself it is up to Tabby to get her friends out of there alive! This story follows on from the events of The Testimony of Trixie Glimmer Smith ( https://digital-poppy.itch.io/trixie ) , but should still be enjoyable as a standalone adventure! Three Lesbians in a Barrow is around 2 - 3 hours long, if you want to pl",,
Throw Cubes into Brick Towers To Collapse Them,https://nothke.itch.io/tower,?,,,"A physics sandbox, open world game with very few* options! An Itch.io exclusive! First game published with Unity Havok physics! (probably) *unless you have the MORE OPTIONS DLC!!! (PS: the DLC is included in the ) Tower Scripting Reference If you have game or payment issues, check the TROUBLESHOOTING page first!",,
Thrunt,https://mugsgames.itch.io/thrunt,REMOVE,-racing game,,"Thrunt! is a super-tricky against the clock racing game with Thrust-like controls. Can you guide your fragile craft through 13 increasingly ridiculous levels? Maybe. Without swearing? Not a chance. Gameplay This is the kind of thing you're in for. You'll definitely be as good at it as me, don't worry. Those bullets, they're basically for show. Requirements Any half-way decent PC or Mac should run Thrunt! without much trouble.",,
ThrustMe,https://petskull.itch.io/thrustme,?,,,"The serviceminded personel from ThrustMe inc. has helped stranded astronauts on planets, moons, meteors and stations for centuries now. We aim to deliver outstanding rescue service for all mankind of the space age. Use your trusted lunar lander to navigate the dangerous caves and rescue those astronauts, before it is too late. Leave no man behind! Fly through 100 different planets and rescue an increasing number of stranded astronauts without crashing your lunar lander module. It might look easy",,
Thunder Kid,https://malec2b.itch.io/thunder-kid,?,,,"In the year 201X , after the US-Canadian war ravaged much of the continent, a rogue AI rebelled and led an army of robots to conquer a portion of North America now known as the Robot Empire. Trained from a young age to be a hero for justice, Thunder Kid is sent to battle the Robot Royalty and stop the Robot Empire from taking over the world! Thunder Kid is a Low-Poly 3D Run 'n' Gun Action Game. Run, Jump and Shoot your way across multiple environments, including forests, caves and cliffs. Battle",,
Tic-Tactics-Toe,https://pritom-baroi.itch.io/classic-tic-tac-toe,?,,,"3 Game modes, including Classic Tic-Tac-Toe, Pick15 (Tic-Tac variant) and Numeric Tic-Tac(Another Tic-Tac variant) User-friendly with contextual info and cool colors",,
Tik Werlen,https://cedesdcc.itch.io/tik-werlen,?,,,"You're running late for the lastest festival on the ocean, TIK WERLEN! You find a mother and her two daughters just beginning to start their search, go and join them. We have knowledgable Belbarel, here to show her daughters the different traditions of Ardus! The picky and competitive Rederlol, oldest sister and ready to tear up the beach to win. Then we have the cheerful and tag along little sister Dilegardil, here just to enjoy the ocean waves. Search around for trinkets and stones to win the ",,
Time Bandit – Story Prologue,https://phoenixup.itch.io/time-bandit-prologue,KEEP,"+dark,fourth wall",,"A Game That Takes Time *Wishlist on Steam* (Even if you plan on downloading the game through Itch.io, every wishlist on Steam helps to support development!) (I released a new Stealth Prologue chapter for Time Bandit, which jumps you further into the game and lets you experience the retro stealth gameplay for the first time!) Discover the unique real-time mechanics and anti-capitalist premise of Time Bandit in this Prologue Chapter in the style of a classic PS1 demo. A dark life sim that unfolds ",,
Time Stone,https://scared-square-games.itch.io/time-stone,KEEP,+adventure game,,"Time Stone is a short adventure game made with Adventure Game Studio. With wonderful low-res art, it hopes to help you find the enjoyment you found when playing those awesome classic adventure games of years past, such as Day of The Tentacle and Simon the Sorcerer . The Story In a fantasy realm, Elle, a young Wizard's apprentice, arrives at the Professor's house one day for her potions lesson, only to discover that the Professor is in terrible danger and an evil Warlock is looking for something ",,
TimeOut,https://christopherlee.itch.io/timeout,MIXED,+detective -cute,,"In a city where the lives of humans are subjected to a time based currency system, you play the role of a hard up detective who goes on the hunt for a seller of fake time. There are two different modes: Movie and Game Mode. Change this in the graphic settings. INSTRUCTIONS (Keyboard | Controllers) Keyboard Movement  - Arrow Keys | Left Joystick Interact - E key | A Button Skip dialogue - Spacebar | A Button Activate Time Device - R key | L Trigger Run - Left Shift | R Trigger Shoot - T key | B B",,
Timebomb,https://isoteric-games.itch.io/timebomb,?,,,It's simple. You are a bomb. A minimalist bomb. Graze pillars to extend your time. Don't explode. Get better â Beat your best time. Project Home,,
TinkerQuarry,https://hallowraith.itch.io/tinkerquarry,MIXED,"+horror,surreal,creature -rpgmaker",,"Waking up in a strange room within an ethereal dollhouse, a young girl must travel with her rabbit companion to escape the confines of the rat and ""Tinker"" infested halls. By exploring each floor, they will be tasked with puzzles and strange etchings, hostile and amiable sentient toys, and vicious creatures... All the while being stalked by the being known as ""Stayawhile"", aiming to trap not only the duo, but everything existing in his world. TinkerQuarry is a Surreal Horror RPG (Role Playing Ga",,
Tiny Climbing Game,https://logicalmoody.itch.io/yolo-solo,?,,,"YOLO SOLO Yolo Solo is a tiny, climbing-inspired puzzle platformer in just 64x64 res. How to play! Jump from hold to hold to ascend the rock face and achieve ultimate sendiness. Press X to jump and hold O to grab on to handholds. You'll need to let go before you can jump again! Controls: D-pad (Arrows on keyboard) - directional movement O (Z or C on keyboard) - jump X (X on keyboard) - hold on Types of holds: Beware the crimp! Holding on to these for too long will drain your stamina. Enjoy a lux",,
Tiny Dangerous Dungeons,https://adventureislands.itch.io/tiny-dangerous-dungeons,KEEP,"+creepy,creature",,"Hop into a classic Game Boy inspired metroidvania adventure with the little treasure hunter Timmy! Explore a huge and open dungeon, collect hidden power-ups and gain new skills to aid you on your quest! Can you survive the Tiny Dangerous Dungeons and find the presumably huge treasure? Based on the hit browser game, this extended edition contains adjustments and new content not seen in the original game, like a wider resolution, Time Trial mode, controller support, more hidden upgrades to find, a",,
Tizahl's Quest,https://sorceressgamelab.itch.io/tizahls-quest-full,KEEP,+monsters,,"Tizahl's Quest is an action RPG in a 3D lowpoly world! If you have played Diablo or Titan Quest you should feel right at home. Explore dungeons, kill monsters, collect loot and find magic! Key features: - dungeons portals: every portal leads to a different dungeon with a boss at the end. Kill the boss to unlock the next dungeon! - magic abilities: along the journey unlock new magic abilities to fight your enemies! - quests: talk to NPCs to solve quests and gain rare items! - zoom in/out/rotate c",,
To Ash and Ember,https://firgof.itch.io/to-ash-and-ember,KEEP,"+horror,dark,existential",,"That which was Dead refuses to Die. Mortalkind long ago slayed and then threw the Gods out of their thrones to claim them (only to then, by their own kin, be thrown off theirs). Now the heavens lie empty but the Slaughtered Gods -- the original masters of this world -- are slowly being pulled back to their empty thrones. Unless they are stopped, this world is doomed. Only by Prophecy and the fire of Freedom can this world be saved -- only by you , Investigator. Wishlist on Steam! https://store.s",,
To Be a HerpWitch,https://dragons-but-also-rabbits.itch.io/to-be-a-herpwitch,?,,,"Made for the Nonbinary Game Jam 2019! https://itch.io/jam/nonbinary-game-jam A small game about being nonbinary and befriending familizards. Controls: mouse Note: The game may not display correctly on fullscreen mode. For Catalina users: The game does not appear to open correctly when downloaded from the browser because of Catalina's troubles with extracting zip files. Please try the desktop itch app first, then if that doesn't work, check here https://itch.io/post/1516186 for possible options o",,
To Do Break Down,https://juiceboxjulia.itch.io/to-do-break-down,KEEP,+adventure game,,"""What's next on my to-do list... Break down? As in emotionally or-"" TO-DO: BREAK DOWN is a point-and click adventure game that aims to educate players about the role that cognitive flexibility plays in our lives. Follow Moxie through their day as they attempt to juggle chores, academics, and hobbies. Help them with tasks like feeding their pet gecko, cleaning their bathroom, doing the laundry that's been sitting there for a week, catching up on labs, and dealing with noisy neighbors. Finish that",,
Toaster Jam,https://snoutup.itch.io/toaster-jam,?,,,Toaster Jam is a fast paced breakfast themed arcade game with quirky puzzle elements which will test your reflexes and requires quick thinking. Guide a little carb-hungry toaster around spiky doughnuts and past angry forks to toast as many slices of bread as you can! Power up your toaster with coffee and jam boosts to complete levels faster and get higher scores. Features â 40+ levels to test your skills â 3 endless obstacle courses â Built-in level editor â Charming toaster skins to unl,,
Tomorrow For Mar,https://heiden.itch.io/tomorrow-for-mar,REMOVE,-cute,,"Also on Steam! Pass your final, graduate University and... finally confess?! Tomorrow for Mar is a 2.5D VN about crushes, tricky finals and starting a new chapter of your life. Cast spells on a large cast of quirky NPCs in Tomorrow for Mar, a 2.5D VN about the trials and tribulations of university, university tests and those pesky uni crushes. Mar needs to collect three potion ingredients in order to pass their final, but they get paired up with their longtime crush to do so! Cast spells, collec",,
Tonight We Riot,https://meansinteractive.itch.io/tonight-we-riot,KEEP,+horror,,"In a dystopia where wealthy capitalists control elections, media, and the lives of working people, weâre faced with two choices -- accept it or fight for something better. Tonight We Riot doesnât have just one hero. Instead, you play as a movement of people whose well-being determines the success of your revolution. It features: Couch co-op (Online co-op works with Parsec ) 20 unlockable weapons, gear, and perks A dog Whimsy Kaiju A wood chipper Endless Mode Horror Synth The unique catharsis",,
TorqueL  トルクル,https://nanmo.itch.io/torquelgame,?,,,"TorqueL is a unique 2D ""rolling"" & ""extend"" platformer/action/puzzle game. Including total 50 chambers, 7 basic routes, and 1 secret route. Interactive music of product version composed by sanodg(Nobuyoshi Sano). Recommended playing with Xbox gamepad. Paid to Downloadable No-DRM version(zipped) and Steam key. Notes: Some texts and documents included are Japanese. Steam: https://store.steampowered.com/app/250070/TorqueL/ Nintendo Switch/Xbox One/PS4/PSVita/Wii U: https://TorqueL.net/sales â»èª¬æ",,
Total Factory,https://total-craft-games.itch.io/total-factory,?,,,"TOTAL FACTORY DISCORD SERVER You are a robot with unrealistically advanced artificial intelligence on a previously unknown planet, people created you for one single purpose - to ensure the automatic production of the necessary resources and their dispatch. It would seem that what could go wrong? You start the game from your base, your creators - the CosmoDoc Corporation - gave you the starting amount of the necessary resources and a couple of robots to protect your base from enemies. Complete ta",,
Totally Convenient,https://jonathan-lorenz.itch.io/totally-convenient,?,,,Use all kinds of weird machines and a conveyor belt to throw food at customers in the most inconvenient way possible! A brain-melting multi-tasking eye-hand coordination game! Short sessions of intense gameplay in 10 challenges (70 in the full version)! ------------------------------------------------------------------ Check out our game FINAL GIRL on Steam!,,
Toto Temple Deluxe,https://juicybeast.itch.io/toto-temple-deluxe,?,,,"Toto Temple Deluxe is a fast-paced, local-multiplayer party game in which players must steal an egg-laying goat from their friends and try to keep it on their own head for as long as possible. You know, normal stuff. Dashing Gameplay Infinitely dash in any direction to swiftly move around and powerfully headbutt the goat carrier to steal its four-legged booty. Escape your jealous opponents and protect the goat by blocking their attacks with a well-timed shield pop! You'll ""get their goat"", guara",,
Touhou Fan Game Jam Black Lives Matter Collection,https://nitori.itch.io/touhou-jam-blm,?,,,"This is a sizable collection of Touhou fangames created for the Touhou game jams. Our jam community has no tolerance for racism and strives to live in a Touhou fan community without it, so many of our creators have donated their jam entries here to be submitted to itch.io's Bundle for Racial Justice and Equality. Included as well is new content for NitorInc.: Touhou Microgames! DEMO+ . This project can be downloaded for free or with a donation tip. Tips will be split 50/50 between: NAACP Legal D",,
Towayami,https://approductions.itch.io/towayami,KEEP,"+horror,dark,adventure game",,A loud noise came from the sky. Our town was swallowed up by a thick and engulfing darkness. We are afraid to step outside our homes. No place is safe anymore. Especially when night arrives... A veil of darkness falls over a quiet town in eastern Japan. Fear and horror are freely wandering through its empty streets. Find out what's behind this curse while trying to escape from it. Left click = Interact (firm touch) Right click = Examine (light touch) F5 = Save game Esc = Quit game Minimum system,,
Towertale,https://reverseloop.itch.io/towertale,KEEP,"+dark,mystery,twine,adventure game",,"A narrative driven boss-rush adventure game with 4 playable characters, 18 multi-phased boss fights and a story that intertwines the main character's storylines. Now with Co-op up to 4 players! Towertale is a 2D, story-driven action game that has a heavy focus on boss battles. Fight your way up the elusive Tower and challenge the bosses of each level. Unveil the mystery that lies up in its peak. Play four different stories and unlock multiple endings. Join Lionel, Faindrel, Lord Snicklefritz and",,
Toytles Leaf Raking,https://gbgamesllc.itch.io/toytles-leaf-raking,KEEP,+violence,,"The leaf-raking business simulation game that teaches  responsibility and strategic thinking You want The Ultimate Item (tm), but it's expensive, and your parents won't buy it for you.    So, with a rake and some yard bags, you start your leaf-raking business in the hope of earning the money to buy The Ultimate Item (tm) yourself. RUN YOUR OWN LEAF-RAKING BUSINESS During the 90 days before winter, you'll: Seek out neighbors who need your services and turn them into paying clients. Make key purch",,
TrackMaster Free-For-All Motorsport,https://trackmaster.itch.io/trackmaster-free-for-all-motorsport,?,,,"DEMO AVAILABLE! TrackMaster is a game about racing, vehicular mess and crazy types of events and competitions: doing unexpected things with unexpected vehicles! Want to take a trailer truck to a stunt track? Why not? Want to do a race in a figure 8 track featuring a monster truck, a muscle car, a truck and a bus? Why not? PHYSICS BASED The game is designed as a balanced blend of simulation and fun: the vehicles are entirely governed by physics, so that you can always see a different result from ",,
Trail Mix,https://puzzsoft.itch.io/trail-mix,KEEP,+experimental,,"Note: For anyone playing on MacOS Catalina who is having trouble launching the game: run chmod -R +x ""Trail Mix 1.51 Mac.app"" in the terminal right click on it and choose ""open"", it should give you dialogue with an option to launch the game. Questions? Press Inquiries? Hints For Puzzles? Contact us! puzzsoftentertainment@gmail.com Trail Mix is a Local Co-op Puzzle Platformer focused on facilitating teamwork and communication between two players. The two players must gather their lost campers and",,
Transpose,https://secretlocation.itch.io/transpose,KEEP,+surreal,,"This game is purchase is for steam key only. The universe renews, refreshes and repeats, infinitely folding in on itself. I am made of its energy. My past and future selves are always with me. We work together to generate the infinite cycle of creation and destruction. I exist within and without time, I am inevitable, I am eternal. Time and gravity are my tools to manipulate the world. I don't recognize this world, but I know I have been here before. Transpose is a dreamlike VR puzzle game set i",,
